Wavelength (micron)  Background (photon/sec/pixel)
       2.3944321       0.0000000
       2.3946490       0.0000000
       2.3948660       0.0000000
       2.3950830       0.0000000
       2.3953001       0.0000000
       2.3955171       0.0000000
       2.3957341       0.0000000
       2.3959510       0.0000000
       2.3961680       0.0000000
       2.3963850       0.0000000
       2.3966022       0.0000000
       2.3968191       0.0000000
       2.3970361       0.0000000
       2.3972530       0.0000000
       2.3974700       0.0000000
       2.3976870       0.0000000
       2.3979042       0.0000000
       2.3981211       0.0000000
       2.3983381       0.0000000
       2.3985550       0.0000000
       2.3987720       0.0000000
       2.3989890       0.0000000
       2.3992062       0.0000000
       2.3994231       0.0000000
       2.3996401       0.0000000
       2.3998570       0.0000000
       2.4000740       0.0000000
       2.4002910       0.0000000
       2.4005082       0.0000000
       2.4007251       0.0000000
       2.4009421       0.0000000
       2.4011590       0.0000000
       2.4013760       0.0000000
       2.4015930       0.0000000
       2.4018102       0.0000000
       2.4020271       0.0000000
       2.4022441       0.0000000
       2.4024611       0.0000000
       2.4026780       0.0000000
       2.4028950       0.0000000
       2.4031119       0.0000000
       2.4033291       0.0000000
       2.4035461       0.0000000
       2.4037631       0.0000000
       2.4039800       0.0000000
       2.4041970       0.0000000
       2.4044139       0.0000000
       2.4046311       0.0000000
       2.4048481       0.0000000
       2.4050651       0.0000000
       2.4052820       0.0000000
       2.4054990       0.0000000
       2.4057159       0.0000000
       2.4059331       0.0000000
       2.4061501       0.0000000
       2.4063671       0.0000000
       2.4065840       0.0000000
       2.4068010       0.0000000
       2.4070179       0.0000000
       2.4072351       0.0000000
       2.4074521       0.0000000
       2.4076691       0.0000000
       2.4078860       0.0000000
       2.4081030       0.0000000
       2.4083200       0.0000000
       2.4085371       0.0000000
       2.4087541       0.0000000
       2.4089711       0.0000000
       2.4091880       0.0000000
       2.4094050       0.0000000
       2.4096220       0.0000000
       2.4098392       0.0000000
       2.4100561       0.0000000
       2.4102731       0.0000000
       2.4104900       0.0000000
       2.4107070       0.0000000
       2.4109240       0.0000000
       2.4111412       0.0000000
       2.4113581       0.0000000
       2.4115751       0.0000000
       2.4117920       0.0000000
       2.4120090       0.0000000
       2.4122260       0.0000000
       2.4124432       0.0000000
       2.4126601       0.0000000
       2.4128771       0.0000000
       2.4130940       0.0000000
       2.4133110       0.0000000
       2.4135280       0.0000000
       2.4137452       0.0000000
       2.4139621       0.0000000
       2.4141791       0.0000000
       2.4143960       0.0000000
       2.4146130       0.0000000
       2.4148300       0.0000000
       2.4150472       0.0000000
       2.4152641       0.0000000
       2.4154811       0.0000000
       2.4156981       0.0000000
       2.4159150       0.0000000
       2.4161320       0.0000000
       2.4163492       0.0000000
       2.4165661       0.0000000
       2.4167831       0.0000000
       2.4170001       0.0000000
       2.4172170       0.0000000
       2.4174340       0.0000000
       2.4176512       0.0000000
       2.4178681       0.0000000
       2.4180851       0.0000000
       2.4183021       0.0000000
       2.4185190       0.0000000
       2.4187360       0.0000000
       2.4189532       0.0000000
       2.4191701       0.0000000
       2.4193871       0.0000000
       2.4196041       0.0000000
       2.4198210       0.0000000
       2.4200380       0.0000000
       2.4202552       0.0000000
